Ind,Date,Taux Instantanee,Previous Close,Open,Bid,Ask,Day Range,Week Range 52
0,2020-08-26 02:44:06,1.3170,1.317,1.317,1.317,1.317,1.316 - 1.317,1.2919 - 1.4667
