Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-12-31,216.98,237.79,213.81,232.1,771041984,0,0
2018-01-01,231.67,236.63,222.2,229.03,633142016,0,0
2018-01-02,228.99,263.62,228.99,255.68,1237949952,0,0
2018-01-03,255.7,260.74,243.13,245.37,3215280128,0,0
2018-01-04,245.48,245.48,227.01,241.37,3481550080,0,0
2018-01-05,241.03,256.15,237.88,249.27,1710599936,0,0
2018-01-06,249.77,323.11,249.41,296.45,2264740096,0,0
2018-01-07,296.05,305.53,281.93,288.45,1055400000,0,0
2018-01-08,287.73,289.07,237.66,255.76,1182080000,0,0
2018-01-09,254.61,258.5,240.18,247.04,940825024,0,0
2018-01-10,248.07,251.05,233.86,250.52,1009910016,0,0
2018-01-11,251.52,255.05,223.0,229.37,1079389952,0,0
2018-01-12,229.79,243.59,224.82,236.86,691160000,0,0
2018-01-13,236.88,263.2,236.88,259.19,961043008,0,0
2018-01-14,260.58,270.85,234.27,238.68,886414976,0,0
2018-01-15,237.29,245.0,232.77,232.77,601769984,0,0
2018-01-16,232.82,232.82,152.29,188.33,1405069952,0,0
2018-01-17,190.15,197.79,141.01,186.52,1422489984,0,0
2018-01-18,186.95,207.02,176.83,192.84,936784000,0,0
2018-01-19,191.19,202.07,186.94,192.96,560284032,0,0
2018-01-20,194.38,214.59,194.38,211.02,540785984,0,0
2018-01-21,211.24,211.24,184.64,190.42,463516000,0,0
2018-01-22,191.79,195.25,166.88,180.01,494091008,0,0
2018-01-23,180.28,186.31,165.73,177.81,441764992,0,0
2018-01-24,178.43,186.28,173.72,179.99,375948992,0,0
2018-01-25,181.56,185.42,176.35,180.27,363137984,0,0
2018-01-26,179.82,182.89,167.08,176.73,375476992,0,0
2018-01-27,176.66,183.15,174.88,180.89,291632992,0,0
2018-01-28,181.42,194.68,181.42,193.87,363515008,0,0
2018-01-29,193.75,194.39,179.23,181.66,303560992,0,0
2018-01-30,181.45,181.52,163.03,165.28,433227008,0,0
2018-01-31,165.3,167.07,157.65,163.35,363292992,0,0
2018-02-01,163.68,165.81,131.55,142.3,539880000,0,0
2018-02-02,142.56,142.56,105.35,131.38,815539968,0,0
2018-02-03,131.4,165.55,121.17,160.25,687676032,0,0
2018-02-04,160.38,173.8,139.69,148.02,1006080000,0,0
2018-02-05,148.73,153.52,118.15,125.33,844678016,0,0
2018-02-06,127.52,146.11,106.94,142.99,1148409984,0,0
2018-02-07,142.48,157.9,131.52,138.2,817808000,0,0
2018-02-08,138.34,151.08,138.34,149.47,869206976,0,0
2018-02-09,149.73,163.98,142.59,163.95,722204992,0,0
2018-02-10,163.49,169.33,149.14,155.59,576328000,0,0
2018-02-11,155.39,155.73,142.61,148.99,495720000,0,0
2018-02-12,150.1,163.35,150.1,161.57,535710016,0,0
2018-02-13,161.77,162.37,153.51,159.55,483468000,0,0
