Ind,Date,Taux Instantanee,Previous Close,Open,Day Range,Week Range 52,Volume,Volume (24hr),Volume (24hr) All Currencies
0,2020-08-26 16:43:12,58.57,58.282,58.282,57.228 - 58.574,25.57 - 83.69,"2,367,359,488",2.37B,2.37B
