Capitalisation (USD),Chiffre d'affaires (USD),Nombre d'employés,CA / Employé (USD),Flottant,Capitalisation flottante (USD),Echange moy. 20 séances (USD),Capital Moyen Quotidien Echangé
709 696 996 580,70 697 000 000,52 534,1 345 738,"83,80%",594 654 401 225,6 468 763 091,"0,91%"
