ind,Capitalization (USD),Turnover (USD),Number of employees,Turnover/Employee (USD),Free float,Free float capitalization (USD),Avg Exchange (USD),Avg Daily Traded Capital
0,865 783 615 248,70 697 000 000,52 534,1 345 738,"83,8%",725 644 502 024,9 145 318 748,"1,06%"
