Ind,Date,Taux Instantanee,Previous Close,Open,Bid,Ask,Day Range,Week Range 52,Volume,Avg Volume
0,2020-08-27 21:19:43,294.13,303.91,300.16,294.16 x 800,294.18 x 900,292.02 - 301.23,137.10 - 304.67,"25,626,566","25,575,518"
