Ind,Date,Taux Instantanee,Previous Close,Open,Day Range,Week Range 52,Volume,Volume (24hr),Volume (24hr) All Currencies
0,2020-08-26 16:39:17,"11,471.63","11,352.639","11,352.639","11,297.385 - 11,471.627","4,106.98 - 12,359.06","26,009,905,152",26.01B,26.01B
