Ind,Date,Taux Instantanee,Previous Close,Open,Day Range,Week Range 52,Volume,Volume (24hr),Volume (24hr) All Currencies
0,2020-08-26 16:39:20,387.94,382.876,382.876,378.706 - 388.108,95.18 - 444.58,"12,258,498,560",12.26B,12.26B
