Ind,Date,Taux Instantanee,Previous Close,Open,Bid,Ask,Day Range,Week Range 52
0,2020-08-26 02:44:46,1.3144,1.315,1.315,1.314,1.314,1.314 - 1.316,1.1477 - 1.3510
