ind,Capitalization (USD),Turnover (USD),Number of employees,Turnover/Employee (USD),Free float,Free float capitalization (USD),Avg Exchange (USD),Avg Daily Traded Capital
0,2 134 524 761 820,260 174 000 000,137 000,1 899 080,"99,9%",2 132 940 521 313,29 205 600 043,"1,37%"
