Ind,Date,Taux Instantanee,Previous Close,Open,Bid,Ask,Day Range,Week Range 52,Volume,Avg Volume
0,2020-08-31 21:11:39,130.07,124.81,127.58,130.05 x 800,130.04 x 800,126.00 - 131.00,51.06 - 131.00,"181,498,708","157,942,400"
