ind,Capitalization (USD),Turnover (USD),Number of employees,Turnover/Employee (USD),Free float,Free float capitalization (USD),Avg Exchange (USD),Avg Daily Traded Capital
0,1 723 987 045 294,280 522 000 000,798 000,351 531,"81,3%",1 401 975 614 748,16 386 890 363,"0,95%"
