Ind,Date,Taux Instantanee,Previous Close,Open,Bid,Ask,Day Range,Week Range 52,Volume,Avg Volume
0,2020-08-27 19:45:03,"3,401.27","3,441.85","3,450.05","3,398.46 x 1200","3,402.48 x 800","3,378.00 - 3,453.00","1,626.03 - 3,453.00","3,012,173","4,604,012"
