Ind,Date,Taux Instantanee,Previous Close,Open,Bid,Ask,Day Range,Week Range 52,Volume,Avg Volume
0,2020-08-27 19:22:39,"2,203.34","2,153.17","2,180.46","2,205.18 x 1100","2,206.99 x 2200","2,142.50 - 2,295.28","218.00 - 2,295.28","17,167,149","13,986,049"
