ind,Capitalization (USD),Turnover (USD),Number of employees,Turnover/Employee (USD),Free float,Free float capitalization (USD),Avg Exchange (USD),Avg Daily Traded Capital
0,401 268 477 571,24 578 000 000,48 016,511 871,"79,6%",319 293 624 516,33 753 280 495,"8,41%"
