Ind,Date,Taux Instantanee,Previous Close,Open,Bid,Ask,Day Range,Week Range 52
0,2020-08-25 17:33:11,1.1819,1.18,1.18,1.182,1.181,1.179 - 1.185,1.0655 - 1.1965
